Description,sentiment_label,urgency_score_v2,urgency_score,vader_compound,critical_kw_hits,negative_kw_hits
Miscalculation in Pension,Neutral,1.97,3.5,0.0,0,0
Adding beneficiary in PPO,Positive,0.45,1.83,0.4767,0,0
Appointment/Resignation Related,Neutral,1.95,3.5,0.0,0,0
Transfer Related,Neutral,1.95,3.5,0.0,0,0
Promotion Related,Neutral,1.95,3.5,0.0,0,0
Harrasment Related,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Result not out,Neutral,1.97,3.5,0.0,0,0
Revaluation,Neutral,1.92,3.5,0.0,0,0
Certifate Not submitted regarding Scholarship/fellowship,Neutral,2.0,3.5,0.0,0,0
Scholarship/fellowship Delayed,Negative,5.89,4.79,-0.2263,0,1
Others,Neutral,1.92,3.5,0.0,0,0
Category certificate lost / expired,Negative,4.06,4.61,-0.3182,0,0
Branch not received as per category rank,Neutral,2.02,3.5,0.0,0,0
Category certificate not attached in online form,Neutral,2.02,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Employee Related Case / Faculty Related,Neutral,2.01,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
OSD Policy / National Education Policy,Neutral,2.01,3.5,0.0,0,0
Labour and Employment,Neutral,1.97,3.5,0.0,0,0
Cash Benefit,Positive,0.42,1.89,0.4588,0,0
Medical Benefits,Positive,0.47,2.16,0.3818,0,0
Medical Reimbursement,Neutral,1.95,3.5,0.0,0,0
"Non-Coverage , Non-compliance, Under Reporting",Neutral,2.0,3.5,0.0,0,0
Online System Related Issues,Neutral,1.99,3.5,0.0,0,0
Recruitment,Neutral,1.92,3.5,0.0,0,0
Service Matters,Neutral,1.93,3.41,0.0258,0,0
Suggestions (ESIC),Neutral,1.95,3.5,0.0,0,0
Vigilance related,Neutral,1.95,3.5,0.0,0,0
Others (ESIC),Neutral,1.95,3.5,0.0,0,0
Sickness Benefit,Positive,0.42,1.89,0.4588,0,0
Maternity Benefit,Positive,0.42,1.89,0.4588,0,0
Disablement benefit,Positive,0.42,1.89,0.4588,0,0
Dependants' Benefit,Positive,0.42,1.89,0.4588,0,0
Unemployment Allowance,Negative,4.08,5.04,-0.4404,0,0
Other Benefits,Positive,0.47,2.16,0.3818,0,0
Extended Sickness Benefit (ESB),Positive,0.46,1.89,0.4588,0,0
Enhanced Sickness Benefit,Positive,0.44,1.89,0.4588,0,0
Temporary disablement benefit (TDB),Positive,0.46,1.89,0.4588,0,0
Permanent disablement benefit (PDB),Positive,0.46,1.89,0.4588,0,0
Rajiv Gandhi Shramik Kalyan Yojana,Neutral,2.0,3.5,0.0,0,0
Atal Beemit Vyakti Kalyan Yojna (ABVKY),Neutral,2.01,3.5,0.0,0,0
Funeral Expenses,Negative,4.03,4.76,-0.3612,0,0
Confinement Expenses,Neutral,1.95,3.5,0.0,0,0
Not providing Treatment,Neutral,1.97,3.5,0.0,0,0
Not providing Medicine,Neutral,1.97,3.5,0.0,0,0
Rude Behaviour of Dr. &Staff,Negative,4.15,5.11,-0.4588,0,0
Not avaibility of medical facilities in area,Neutral,2.02,3.5,0.0,0,0
Benefit to Retired IPs,Positive,0.46,1.89,0.4588,0,0
Delay in Payment,Negative,5.97,5.11,-0.3182,0,1
Not Acceptance of Bill,Negative,4.07,4.75,-0.357,0,0
Less Payment,Neutral,1.95,3.5,0.0,0,0
ESI contribution deducted but not submitted,Neutral,2.01,3.5,0.0,0,0
Revenue matters,Neutral,1.93,3.41,0.0258,0,0
Recovery issues,Neutral,1.95,3.5,0.0,0,0
Portal Not Working Properly,Negative,5.79,4.0,0.0,0,1
Transfer Related,Neutral,1.95,3.5,0.0,0,0
Pension Related,Neutral,1.95,3.5,0.0,0,0
Salary Related,Neutral,1.95,3.5,0.0,0,0
Improvement of Service,Positive,0.44,1.89,0.4588,0,0
Involvement in Bribe,Negative,3.96,4.21,-0.2023,0,0
Malpractice dereliction of duty,Neutral,1.99,3.5,0.0,0,0
Harassment,Negative,4.11,5.4,-0.5423,0,0
"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Neutral,2.1,3.5,0.0,0,0
Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Neutral,2.06,3.5,0.0,0,0
"Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",Neutral,2.08,3.5,0.0,0,0
Non-payment of gratuity (Employees having rendered 5 years of length of service),Neutral,2.06,3.5,0.0,0,0
Maternity Benefit Related (Employed women not covered under ESI Act subject to the condition that she has worked at least 80 days in the 12 months immediately preceding the expected date of delivery),Critical/Urgent,7.51,3.89,0.4588,1,1
Bonus Related (Employees getting wages Rs. 21000 or less subject to the condition that they have worked for more than 30 days),Positive,0.53,1.6,0.5423,0,0
Violation of terms of employment (Workman through group of workers or by trade union),Negative,4.24,5.23,-0.4939,0,0
Service matter grievances related to O/o CLC (Officers/ staff working under CLC(C).),Negative,4.13,4.69,-0.34,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Central Government,Neutral,1.95,3.5,0.0,0,0
State Government,Neutral,1.95,3.5,0.0,0,0
Railways,Neutral,1.92,3.5,0.0,0,0
Controlled industry as notified under ID Act,Neutral,2.02,3.5,0.0,0,0
Dock Labour Board,Neutral,1.97,3.5,0.0,0,0
Industrial Finance Corporation of India ltd.,Neutral,2.01,3.5,0.0,0,0
Employees’ State insurance corporation,Neutral,1.99,3.5,0.0,0,0
Coal mines provident fund,Neutral,1.99,3.5,0.0,0,0
Employees provident fund organization,Neutral,1.99,3.5,0.0,0,0
Life insurance Corporation of India ONGC Ltd.,Neutral,2.02,3.5,0.0,0,0
Deposit insurance and credit guarantee corporation,Positive,0.43,1.55,0.5574,0,0
Central ware housing corporation,Neutral,1.99,3.5,0.0,0,0
Unit Trust of India,Positive,0.43,1.71,0.5106,0,0
Food corporation of India,Neutral,1.99,3.5,0.0,0,0
Airport authority of India,Positive,0.7,3.23,0.0772,0,0
Regional rural Bank,Neutral,1.97,3.5,0.0,0,0
Export credit guarantee corporation of India,Positive,0.43,1.55,0.5574,0,0
Industrial reconstruction bank of India,Neutral,2.0,3.5,0.0,0,0
National Housing Bank,Neutral,1.97,3.5,0.0,0,0
Air transport service,Neutral,1.97,3.5,0.0,0,0
Banking company,Neutral,1.95,3.5,0.0,0,0
Insurance company,Neutral,1.95,3.5,0.0,0,0
Mines,Neutral,1.92,3.5,0.0,0,0
Oilfield,Neutral,1.92,3.5,0.0,0,0
Cantonment Board,Neutral,1.95,3.5,0.0,0,0
Major port,Neutral,1.95,3.5,0.0,0,0
Central PSUs,Neutral,1.95,3.5,0.0,0,0
Subsidiary companies of CPUs,Neutral,1.99,3.5,0.0,0,0
Corporation set up under an act of parliament,Neutral,2.03,3.5,0.0,0,0
Autonomous bodies owned or controlled by central govt.,Neutral,2.03,3.5,0.0,0,0
Any company in which central govt. has 51% share,Positive,0.62,2.46,0.296,0,0
Mines,Neutral,1.92,3.5,0.0,0,0
Railways,Neutral,1.92,3.5,0.0,0,0
Oil,Neutral,1.92,3.5,0.0,0,0
Air Transport Service,Neutral,1.97,3.5,0.0,0,0
"Employment by or under the authority of central govt. or a railway administration, corporation established, under any Act, Mine, Oilfield, Major part.",Positive,0.82,3.23,0.0772,0,0
Scheduled employment,Neutral,1.95,3.5,0.0,0,0
Having branches in more than one state,Neutral,2.02,3.5,0.0,0,0
Factory belonging to or under the control of Central Govt.,Neutral,2.05,3.5,0.0,0,0
Major port,Neutral,1.95,3.5,0.0,0,0
Mine,Neutral,1.92,3.5,0.0,0,0
Oil field,Neutral,1.95,3.5,0.0,0,0
Railway Company,Neutral,1.95,3.5,0.0,0,0
Mines,Neutral,1.92,3.5,0.0,0,0
Circus,Neutral,1.92,3.5,0.0,0,0
"Establishment by or under the authority of central govt. railways,",Positive,0.76,3.23,0.0772,0,0
Dock Labour Board,Neutral,1.97,3.5,0.0,0,0
Industrial Finance Corporation of India ltd.,Neutral,2.01,3.5,0.0,0,0
Employees’ State insurance corporation,Neutral,1.99,3.5,0.0,0,0
Coal mines provident fund,Neutral,1.99,3.5,0.0,0,0
Employees provident fund organization,Neutral,1.99,3.5,0.0,0,0
Life insurance Corporation of India ONGC Ltd.,Neutral,2.02,3.5,0.0,0,0
Deposit insurance and credit guarantee corporation,Positive,0.43,1.55,0.5574,0,0
Central ware housing corporation,Neutral,1.99,3.5,0.0,0,0
Unit Trust of India,Positive,0.43,1.71,0.5106,0,0
Food corporation of India,Neutral,1.99,3.5,0.0,0,0
Airport authority of India,Positive,0.7,3.23,0.0772,0,0
Regional rural Bank,Neutral,1.97,3.5,0.0,0,0
Export credit guarantee corporation of India,Positive,0.43,1.55,0.5574,0,0
Industrial reconstruction bank of India,Neutral,2.0,3.5,0.0,0,0
National Housing Bank,Neutral,1.97,3.5,0.0,0,0
Air transport service,Neutral,1.97,3.5,0.0,0,0
Banking Company,Neutral,1.95,3.5,0.0,0,0
Insurance Company,Neutral,1.95,3.5,0.0,0,0
Mines,Neutral,1.92,3.5,0.0,0,0
Oilfield,Neutral,1.92,3.5,0.0,0,0
Cantonment Board,Neutral,1.95,3.5,0.0,0,0
Major port,Neutral,1.95,3.5,0.0,0,0
Central PSUs,Neutral,1.95,3.5,0.0,0,0
Subsidiary companies of CPUs,Neutral,1.99,3.5,0.0,0,0
Corporation set up under an act of parliament,Neutral,2.03,3.5,0.0,0,0
Autonomous bodies owned or controlled by central govt.,Neutral,2.03,3.5,0.0,0,0
Any company in which central govt. has 51% share,Positive,0.62,2.46,0.296,0,0
"Establishment by or under the authority of central govt. railways,",Positive,0.76,3.23,0.0772,0,0
Dock Labour Board,Neutral,1.97,3.5,0.0,0,0
Industrial Finance Corporation of India ltd.,Neutral,2.01,3.5,0.0,0,0
Employees’ State insurance corporation,Neutral,1.99,3.5,0.0,0,0
Coal mines provident fund,Neutral,1.99,3.5,0.0,0,0
Employees provident fund organization,Neutral,1.99,3.5,0.0,0,0
Life insurance Corporation of India ONGC Ltd.,Neutral,2.02,3.5,0.0,0,0
Deposit insurance and credit guarantee corporation,Positive,0.43,1.55,0.5574,0,0
Central ware housing corporation,Neutral,1.99,3.5,0.0,0,0
Unit Trust of India,Positive,0.43,1.71,0.5106,0,0
Food corporation of India,Neutral,1.99,3.5,0.0,0,0
Airport authority of India,Positive,0.7,3.23,0.0772,0,0
Regional rural Bank,Neutral,1.97,3.5,0.0,0,0
Export credit guarantee corporation of India,Positive,0.43,1.55,0.5574,0,0
Industrial reconstruction bank of India,Neutral,2.0,3.5,0.0,0,0
National Housing Bank,Neutral,1.97,3.5,0.0,0,0
Air transport service,Neutral,1.97,3.5,0.0,0,0
Banking company,Neutral,1.95,3.5,0.0,0,0
Insurance company,Neutral,1.95,3.5,0.0,0,0
Mines,Neutral,1.92,3.5,0.0,0,0
Oilfield,Neutral,1.92,3.5,0.0,0,0
Cantonment Board,Neutral,1.95,3.5,0.0,0,0
Major port,Neutral,1.95,3.5,0.0,0,0
Central PSUs,Neutral,1.95,3.5,0.0,0,0
Subsidiary companies of CPUs,Neutral,1.99,3.5,0.0,0,0
Corporation set up under an act of parliament,Neutral,2.03,3.5,0.0,0,0
Any company in which central govt. has 51% share,Positive,0.62,2.46,0.296,0,0
PF Withdrawal,Neutral,1.93,3.41,0.0258,0,0
Pension,Neutral,1.92,3.5,0.0,0,0
Compliance related Issues,Neutral,1.97,3.5,0.0,0,0
Employer's grievance,Negative,4.1,5.17,-0.4767,0,0
Transfer related issues,Neutral,1.97,3.5,0.0,0,0
Online Claim Application,Neutral,1.97,3.5,0.0,0,0
National Data Center related issues,Neutral,2.0,3.5,0.0,0,0
Cheque Returned / Misplaced,Neutral,1.99,3.5,0.0,0,0
HR HQ and HR Field,Neutral,2.0,3.5,0.0,0,0
Finance,Neutral,1.92,3.5,0.0,0,0
Pension HQ,Neutral,1.95,3.5,0.0,0,0
Compliance HQ,Neutral,1.95,3.5,0.0,0,0
Exemption,Neutral,1.92,3.5,0.0,0,0
Suggestions (EPFO),Neutral,1.95,3.5,0.0,0,0
Grievance not pertains to EPFO,Negative,4.16,5.17,-0.4767,0,0
Others (EPFO),Neutral,1.95,3.5,0.0,0,0
Delay in final settlement/Final PF withdrawal/PF settled but not credited,Negative,6.17,5.8,-0.5131,0,1
Final withdrawal after death of member/EDLI claim related issues/PF withdrawal by the widow/family member/legal Heir,Critical/Urgent,8.09,7.0,-0.5719,1,0
Partial withdrawal/Advance,Neutral,1.95,3.5,0.0,0,0
TDS Related issues,Neutral,1.97,3.5,0.0,0,0
Erroneous member balance shown in member passbook/Fraudulent withdrawal from PF account,Negative,4.17,4.91,-0.4019,0,0
Return of settled amount due to mismatch of name and bank account no.,Negative,4.11,4.54,-0.296,0,0
Correction of Member personal details,Neutral,2.0,3.5,0.0,0,0
Issues related to calculation of withdrawal benefit/Employer remitted the PF contributions of member 'X' to member y,Neutral,2.07,3.41,0.0258,0,0
Non-credit of previous year annual interest/Non-payment of interest,Positive,0.51,1.89,0.4588,0,0
Amount sent to Bank but returned due to mismatch of Name and Account Number,Positive,0.76,3.1,0.1154,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Scheme certificate related issues,Neutral,1.99,3.5,0.0,0,0
Settlement of pension/delay in settlement of pension/ Non release of pension arrears/Non release of family pension,Negative,5.16,4.0,0.0,0,1
Higher Pensionary benefits on higher wages.,Positive,0.54,2.16,0.3818,0,0
Issues related to calculation of Pension,Neutral,2.01,3.5,0.0,0,0
Issues related to Pension transfer/Revision of PPO in case of request for change of disbursing PF Office/Transfer of Pension Payment Order from one bank branch to another/Non transfer of pension details from pension authorising office to pension disbursing office.,Neutral,2.15,3.5,0.0,0,0
Life Certificate related issues,Neutral,1.99,3.5,0.0,0,0
2 years weightage not given/Return of Capital (ROC)/Commutation related issues/Dearness Allowance (DA) linking with pension related issue.,Neutral,2.09,3.5,0.0,0,0
Non release of minimum Pension.,Neutral,2.0,3.5,0.0,0,0
Transfer in not received,Neutral,1.99,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Non extension of PF benefit to employees/Evasion of PF by employer/PF contribution is deducted from the salary but not deposited with EPFO,Positive,0.71,2.62,0.25,0,0
Claim forms not being attested/forwarded/sub mitted by employer.,Neutral,2.03,3.5,0.0,0,0
Returns related issues/3A/6A revised return not submitted by the employer.,Neutral,2.05,3.5,0.0,0,0
Non remittance of assessed amount by employer.,Neutral,2.02,3.5,0.0,0,0
UAN related issues/KYC related issues.,Neutral,2.0,3.5,0.0,0,0
Employer not forwarding the online request for member details correction/ Non updation of member profile by employer/Date of joining/date of exit not entered by Employer,Neutral,2.12,3.5,0.0,0,0
PF/Pension details not available with the beneficiaries.,Positive,0.52,2.02,0.4215,0,0
Non coverage of establishment,Neutral,1.99,3.5,0.0,0,0
Non credit of past accumulations after cancellation of exemption,Positive,0.56,2.16,0.3818,0,0
Others,Neutral,1.92,3.5,0.0,0,0
KYC related issue.,Neutral,1.97,3.5,0.0,0,0
Non approval of Digital signature.,Positive,0.47,1.83,0.4767,0,0
Issues related to PMRPY benefits.,Positive,0.52,2.16,0.3818,0,0
Unable to file ECR.,Neutral,1.99,3.5,0.0,0,0
UAN related issue.,Neutral,1.97,3.5,0.0,0,0
ECR revision.,Neutral,1.95,3.5,0.0,0,0
Non updation of back period,Neutral,2.0,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Transfer in/out/Form 13/ Online transfer related issues,Neutral,2.02,3.5,0.0,0,0
Non receipt of Annexure K,Neutral,2.0,3.5,0.0,0,0
Transfer of contribution with change of exemption status,Neutral,2.03,3.5,0.0,0,0
Issues related to overlap of service,Neutral,2.01,3.5,0.0,0,0
Transfer of PF,Neutral,1.97,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Online claim not settled,Neutral,1.99,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Unified portal not working.,Negative,5.55,2.66,0.3818,0,1
Online establishment registration (OLRE) facility not working.,Negative,5.82,4.0,0.0,0,1
Change of Mobile number not registered on the unified portal.,Positive,0.54,1.96,0.4404,0,0
Passbook related issues,Neutral,1.97,3.5,0.0,0,0
Technical issues,Neutral,1.95,3.5,0.0,0,0
Umang app not working,Negative,5.79,4.0,0.0,0,1
Unable to activate UAN,Neutral,1.99,3.5,0.0,0,0
Unable to submit online claim,Neutral,2.0,3.5,0.0,0,0
Employer portal not working or working slow,Negative,5.82,4.5,0.0,0,2
Updation of Annual accounts,Neutral,1.99,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Housing and Urban Affairs,Neutral,1.99,3.5,0.0,0,0
DDA (Delhi Development Authority),Neutral,1.99,3.5,0.0,0,0
Land Related (DDA),Neutral,1.97,3.5,0.0,0,0
Flats/Housing Related (DDA),Neutral,1.97,3.5,0.0,0,0
Service Matters,Neutral,1.93,3.41,0.0258,0,0
Exam and recruitment,Neutral,1.97,3.5,0.0,0,0
Pension and Settlement Benefit,Positive,0.46,1.89,0.4588,0,0
Encroachment,Neutral,1.92,3.5,0.0,0,0
Unauthorised Construction - Flat Related,Neutral,2.0,3.5,0.0,0,0
Unauthorized Construction - Others,Neutral,1.99,3.5,0.0,0,0
PM UDAY (Pradhan Mantri Unauthorised Colonies in Delhi Awas Adhikar Yojana) Scheme Related,Neutral,2.07,3.5,0.0,0,0
Civic Issues (Development Areas only),Neutral,2.0,3.5,0.0,0,0
Park Related,Neutral,1.95,3.5,0.0,0,0
Physical Possession - Flat/Plot,Neutral,1.99,3.5,0.0,0,0
Sports,Neutral,1.92,3.5,0.0,0,0
Master plan/zonal plan/land use/FAR etc,Neutral,2.0,3.5,0.0,0,0
Land Pooling,Neutral,1.95,3.5,0.0,0,0
Allegation of Corruption,Neutral,1.97,3.5,0.0,0,0
Medical Reimbursement Related,Neutral,1.97,3.5,0.0,0,0
Others/Misc/Suggestions,Neutral,1.92,3.5,0.0,0,0
Freehold Conversion,Positive,0.6,2.88,0.1779,0,0
Allotment,Neutral,1.92,3.5,0.0,0,0
Mutation,Neutral,1.92,3.5,0.0,0,0
Possession,Neutral,1.92,3.5,0.0,0,0
Refund,Neutral,1.92,3.5,0.0,0,0
Lease Matters,Neutral,1.93,3.41,0.0258,0,0
No dues certificate,Negative,4.01,4.54,-0.296,0,0
Ownership Dispute,Negative,4.06,4.91,-0.4019,0,0
Misuse,Neutral,1.92,3.5,0.0,0,0
Fraud,Negative,4.14,5.55,-0.5859,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Freehold,Positive,0.56,2.88,0.1779,0,0
Allotment,Neutral,1.92,3.5,0.0,0,0
Mutation,Neutral,1.92,3.5,0.0,0,0
Possession,Neutral,1.92,3.5,0.0,0,0
Refund,Neutral,1.92,3.5,0.0,0,0
No dues certificate,Negative,4.01,4.54,-0.296,0,0
Lease matters,Neutral,1.93,3.41,0.0258,0,0
Misuse,Neutral,1.92,3.5,0.0,0,0
Fraud,Negative,4.14,5.55,-0.5859,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Pay Fixation,Negative,3.87,3.86,-0.1027,0,0
Pay and Allowances,Negative,3.89,3.86,-0.1027,0,0
ACP/MACP or any other financial upgradation,Neutral,2.01,3.5,0.0,0,0
Promotion related,Neutral,1.95,3.5,0.0,0,0
Reservation issues,Neutral,1.95,3.5,0.0,0,0
Retirement,Neutral,1.92,3.5,0.0,0,0
Posting and transfer,Neutral,1.97,3.5,0.0,0,0
Compassionate appointment,Positive,0.4,1.77,0.4939,0,0
Staff Quarter related (This will routed to DD (Nazarat),Neutral,2.04,3.5,0.0,0,0
Allegation of malpractice/corrution/harassment etc,Neutral,1.99,3.5,0.0,0,0
Sexual Harassment,Negative,4.14,5.4,-0.5423,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Written Examination,Neutral,1.95,3.5,0.0,0,0
Document Verification,Neutral,1.95,3.5,0.0,0,0
Empanelment,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
"Delay in Pensionary Benefits (Pension, Gratuity etc.)",Negative,5.78,3.73,0.0772,0,1
NPS Contribution Not Received,Neutral,1.99,3.5,0.0,0,0
Delay in start of Family Pension,Negative,6.01,5.11,-0.3182,0,1
Interest on Pension/Gratuity,Positive,0.44,1.89,0.4588,0,0
Leave encashment not received,Negative,3.88,3.68,-0.0516,0,0
Wrong pay fixation,Negative,4.17,5.4,-0.5423,0,0
Incorrect Last Pay Certificate issued,Negative,3.93,3.86,-0.1027,0,0
Recovery of Authority Share,Positive,0.52,2.24,0.3612,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Cooperative Societies,Neutral,1.95,3.5,0.0,0,0
Group Housing,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Maintenance,Neutral,1.92,3.5,0.0,0,0
Road Repair/Road related maintenance,Neutral,1.99,3.5,0.0,0,0
drainage/Sewarage,Neutral,1.92,3.5,0.0,0,0
Quality of Service,Neutral,1.97,3.5,0.0,0,0
Street lightening,Neutral,1.95,3.5,0.0,0,0
Water supply/ water bills,Neutral,1.99,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Toilets,Neutral,1.92,3.5,0.0,0,0
Maintenance,Neutral,1.92,3.5,0.0,0,0
Electrical Issues,Neutral,1.95,3.5,0.0,0,0
Encroachment,Neutral,1.92,3.5,0.0,0,0
Green,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Delay,Negative,5.91,5.11,-0.3182,0,1
Deficiency,Neutral,1.92,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Maintenance - Civil,Neutral,1.97,3.5,0.0,0,0
Electrical Issues,Neutral,1.95,3.5,0.0,0,0
"Cleanliness, Repair of lights, equipments etc",Neutral,2.01,3.5,0.0,0,0
Administrative/Membership Issues,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Master Plan,Neutral,1.95,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Commercial land/Estate,Neutral,1.95,3.5,0.0,0,0
Old Scheme Branch,Neutral,1.97,3.5,0.0,0,0
Institutional land,Neutral,1.95,3.5,0.0,0,0
Housing,Neutral,1.92,3.5,0.0,0,0
"Service Matter, Greens and Master/zonal plans related",Neutral,2.01,3.41,0.0258,0,0
Group Housing and cooperative society,Neutral,2.0,3.5,0.0,0,0
Encroachment on public land - South east zone,Neutral,2.03,3.5,0.0,0,0
Encroachment on public land - West Zone,Neutral,2.02,3.5,0.0,0,0
Encroachment on public land - East Zone,Neutral,2.02,3.5,0.0,0,0
Encroachment on public land - North Zone/Rohini Zone,Neutral,2.03,3.5,0.0,0,0
Encroachment on public land - South west zone,Neutral,2.03,3.5,0.0,0,0
Plot related,Neutral,1.95,3.5,0.0,0,0
Building Department,Neutral,1.95,3.5,0.0,0,0
Accounts,Neutral,1.92,3.5,0.0,0,0
Engineering North Zone,Neutral,1.97,3.5,0.0,0,0
Engineering Rohini Zone,Neutral,1.97,3.5,0.0,0,0
Engineering South Zone,Neutral,1.97,3.5,0.0,0,0
Medical Bill Payment Not received,Neutral,2.0,3.5,0.0,0,0
IPD/OPD Claim Payment not processed,Neutral,2.0,3.5,0.0,0,0
Less Payment of Medical Bill,Neutral,2.0,3.5,0.0,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Railway,Neutral,1.92,3.5,0.0,0,0
Personnel and Training,Neutral,1.97,3.5,0.0,0,0
Allegation of corruption / misconduct,Neutral,2.0,3.5,0.0,0,0
All India Services,Neutral,1.97,3.5,0.0,0,0
Appointment Related,Neutral,1.95,3.5,0.0,0,0
DoP&T Employees Related,Neutral,1.97,3.5,0.0,0,0
Institutes under DoP&T,Neutral,1.97,3.5,0.0,0,0
Policy Related,Neutral,1.95,3.5,0.0,0,0
Reservation issues in posts and services of Central Government,Neutral,2.04,3.5,0.0,0,0
Staff Selection Commission (SSC),Neutral,1.99,3.5,0.0,0,0
Training Matters,Neutral,1.93,3.41,0.0258,0,0
Union Public Service Commission (UPSC),Neutral,2.0,3.5,0.0,0,0
Vigilance/Disciplinary Matters,Neutral,1.93,3.41,0.0258,0,0
Others,Neutral,1.92,3.5,0.0,0,0
Against CBI officials,Neutral,1.97,3.5,0.0,0,0
Against Central Administrative Tribunal (CAT),Neutral,2.0,3.5,0.0,0,0
